1 bedroom available in 3 bedroom Noe Valley apartment- looking for female housemate,"$1,330","San Francisco, CA",
Room Available - Seeking Male Roommate for 2BR/1BA Apartment,"$1,450","Oakland, CA",I am looking for a roommate to fill the second room in my two bedroom apartment near lake Merritt.Message me if you are interested.
1 Bed 1 Bath Private Room,"$1,300","Daly City, CA",
1 bedroom available in 3 bedroom Noe Valley apartment- looking for female housemate,"$1,330","San Francisco, CA",
(SOLD)Private Bedroom in Downtown San Mateo for 1 month (entire Nov),"$1,225","San Mateo, CA","1 Private bedroom available immediately (for a month) in a massive 3 bed apartment in San Mateo downtown in excellent community.2min walking from Caltrain station
1min walking from Trags
2min walking from Pub in downtown, restaurants, post office, walgreens.
Closed parking available for $50 per month in the community.
Location cannot get any better.
No pets allowed in community"
2 Beds 1 Bath House,"$3,100",Sharp Park,"If you are looking for a beautiful house to rent, look no further!Convenient location!
- Near Safeway
- Close to the freeway
- 30 minute walk to the beach"
(SOLD)King Mattress,FREE,"Sunnyvale, California",
5 Beds 2 Baths Room only,"$1,800","San Francisco, CA",
(SOLD)Private Room in Huge Home Near Facebook HQ,"$1,300","Menlo Park, CA",Welcome home! This property is stunning -- don't miss this opportunity to live in our spacious home in the friendly Belle Haven neighborhood of coastal Menlo Park.
3 Beds 1 Bath Room only,"$1,425",Clawson,"Hello!The perks:
- You will have access to the gym, pool, and jacuzzi.
- This is a great and convenient location. Walking distance to the park and the bay."
"Master Bedroom in an Expansive, Beautiful, Centrally Located Mission Apartment","$1,650","San Francisco, CA","Large sunny room with huge bay windows in the Mission district for rent in a 3 BR, split bathroom, railroad-style apartment. There are three roommates total in the flat. We're on the third floor of the building and enjoy the luxury of a large living room/movie theatre, an open kitchen with large pantry, a laundry room inside the house and a backyard. The floors are all hardwood and the house is kept open, clean, bright and cozy. No pets are allowed unfortunately. No smoking inside."
Showings this week! - Bright 1BM in 4BR the Mission,"$1,200","San Francisco, CA","**Arranging showings this week, please respond via the Craiglist posting: https://sfbay.craigslist.org/sfc/roo/6734860837.html**"
Looking for a Private room,"$1,200","San Francisco, CA",Hello everyone!
Friend looking for shared housing,$800,San Francisco State University,
"Hey, I am a recent university","$1,000","San Francisco, CA",
i am looking for a female room mate in down town (lower nob hill ),"$1,400","San Francisco, CA",
Room in the Duboce Triangle/Lower Haight in a 2 bd/1 bath,"$2,000","San Francisco, CA","1 room available Nov. 22 in a 2 bedroom/1 bath apartment in beautiful Duboce Triangle, next to Lower Haight/Hayes Valley."
1 bedroom available in 3 bedroom apartment!,"$1,000","Oakland, CA",
Master Bedroom & Bath in Luxury 3bed/4bath Penthouse. Temporary 4-6 month lease.,"$2,400 Now $2,350","San Francisco, CA",I'm temporarily renting out my master bedroom for 4-6 months. It's an amazing place. I care more about finding the right person.
Showings this week! - Bright 1BM in 4BR the Mission,"$1,200","San Francisco, CA","**Arranging showings this week, please respond via the Craiglist posting: https://sfbay.craigslist.org/sfc/roo/6734860837.html**"
Eggs,$12,"Oakland, CA",
FOR RENT: Beautiful Bedroom in a Newly Renovated Apt,"$1,375","Millbrae, CA","I will be moving out of my apartment on Nov 1st and looking for someone to take over my bedroom in a beautiful 3-bedroom, 2-bathroom home located in Millbrae, CA. My roommates and I are working professionals in our mid to late 20s and we enjoy traveling, exploring new cities, cooking, hiking, and working out. We are really friendly/welcoming, social, and clean girls and we are looking for someone who will treat the home/room as their own. Please email/text for more details and showing schedule.
Phone (text): 201-463-1177
(serious inquiries only!)"
SUBLET-The best room in SF- Mission bay,$80,"San Francisco, CA","I'm traveling out of the city, and you have the chance to take my room in a perfect apartment in a new neighborhood in SF.
Sublet dates:
Nov 26th-30th
December 17th- January 1stYou will have one bedroom in a 2bed 2bath apartment, in a brand new luxury complex.
- pool and hot tub
- gym
- furnished room, you just need to bring your suitcase and your bed sheets.
- open kitchen with a big counter and dishwasher.
- spacious living room
- washing machine/dryer in unit.
- 15 min walk to downtown, 5 min to Caltrain station 1 min to an awesome park with food trucks. You are located in the heart of San Francisco but in a clean, quiet, hidden gem area.
PM me if intrested."
(SOLD)BOOK SHELF,$20,"San Francisco, CA",
Room for rent in spacious outer sunset home,"$1,530","San Francisco, CA",
Leather sofa,$350,"San Francisco, CA",
(SOLD)Living room available 10/31,$400,"Daly City, California",
(SOLD)Big master room with walk in closet and bathroom availabale,"$1,450","San Francisco, CA",
Hydro core water filled punching bag,$50,"Richmond, CA",
Private Room for Rent,"$1,700","San Francisco, CA","Please call or text me (Harry) for the address: 510-566-5747Hello, house hunters! We are looking for 1 or 2 individual to fill the Master suite we have available."
"1 BR in bright, friendly 4BR in the Mission","$1,200","San Francisco, CA","I am looking for 1 person to fill 1BR in a really lovely 4BR house in the heart of the mission starting November 15th (with option to move in a few days earlier). The house is a gem - high ceilings, big kitchen, two bathrooms (so you'd only share the bathroom with one other person, and it's a split bathroom), and an awesome landscaped garden backyard with a price tag that is really unheard of in SF housing. Note that the house has a communal kitchen, but there is no living room so some of us have gotten couches for our individual rooms. You'll be living with three great women in their late 20s who are a really friendly, chill bunch. I've loved living with them and the house has a great vibe to it!"
"Private bedroom in a well-lit, spacious, recently remodelled 4 BR/ 2 BA","$1,300","San Francisco, CA",A spacious private room (can fit queen bed + desk) available in a cool 4 bed 2 bath house in the Inner Sunset (near Irving and 7th Ave).
"Beautiful, Large Bedroom Available in Bright 2BR Apartment (Haight Ashbury)","$1,698","San Francisco, CA","Available Nov 1 (or earlier if needed)
$1698 per monthTHE ROOM:
-Very large, private bedroom in charming, remodeled 2 BR Apartment
-Bay windows w nice curtains/window treatments
-In-room fireplace
-The room faces Waller St (Upper Haight neighborhood)
-Beautiful hardwood floors"
Leather sofa,$350,"San Francisco, CA",
(SOLD)Mahogany wood 5-drawer dresser (West Elm),$150,"Oakland, CA","$150 OBO - need to sell by 11/3.
5 years old, purchased from West Elm outlet.
No damage to any drawers or drawer wheel tracks. Minor chips/blemishes to wood pictured. Heavy duty (weighs over 100 lbs)Bedside table ($75) https://www.facebook.com/marketplace/item/1425544644215406/"
"Brown suede chair and ottoman 50
Webber20
Washer60
Dryer20",$50,"Martinez, CA",
Room Available in Beautiful House in Berkeley Starting November 1st,"$1,500","Berkeley, CA",
Private room in shared in-law unit in Sunset available Dec 1.,"$1,300","San Francisco, CA",
Whirlpool Mini Fridge,$200,"San Francisco, CA",
Smoked Hickory In-Law Unit,"$3,100","Cupertino, CA",
Tight knit community looking to fill a private bedroom in our Redwood City home right off the 101,"$1,625 Now $1,400","Redwood City, CA","We have an open room in our fully remodeled 4 BD/ 4BA Redwood City home!We think that a great house starts with great people. We strive to foster positive and creative energy in our homes, and to create a fun, open community for you from day one. If you're new to the area, you can hit the ground running with an instant network to explore your new city with. Don't miss this opportunity to live in a great home in Redwood City!"
(SOLD)Shared Room,$750,"San Francisco, CA",
Master bedroom with private bathroom,"$1,900","San Francisco, CA","1st month + security deposit
No credit check
Private deck
Laundry
Elevator
Street parking
Comcast
Wifi
Utilities: $60
Roommates: just 2 more. Boy and girl late 20 and early 30."
Tufted Linen Couch,$500,"San Francisco, CA",
FURNISHED Jr Loft (+ Own Entrance) in Lwr Haight/Alamo Sq /w sleeping loft - Avail 11/1 SERIOUS ONL,$675,"San Francisco, CA",Small Room in Victorian 2 bedroom apartment - this probably not ideal for homebodies.
Looking for a female roommate in San Francisco FiDi,"$1,000","San Francisco, CA","Looking for a 4th girl roommate in a 2-bed apartment to occupy the living space. Located in The Gateway Apartments in SF downtown near Embarcadero.- 8 mins walking distance to Bart
- Safeway downstairs
- Utilities approx. $50"
Private Room for Rent,"$1,700","San Francisco, CA","Please call or text me (Harry) for the address: 510-566-5747Hello, house hunters! We are looking for 1 or 2 individual to fill the Master suite we have available."
Newly Remodeled 2BD/2BA High Rise Building in Chinatown w VIEW!,"$3,950","San Francisco, CA",Newly Remodeled 2BD/2BA High Rise Building in Chinatown w VIEW! $3950/month.
Furnished room available for 6 months,"$1,700","San Francisco, CA",
"Moving Sale! Wayfair Couch, Dining Table, Chairs, Desk, & Painting",FREE,"Campbell, CA","Hi there, I am moving to the city and downsizing so selling some stuff. Sorry if this is not the right place to post."
Furnished Bedroom Short Term Lease available,"$1,850","San Francisco, CA",Looking for a female roommate. Available now with flexible short term lease start/end dates up to 2-3 months - great for people just moving to the city or in-between apartments!
Large outer sunset bedroom w walk in closet,"$1,300","San Francisco, CA","Large single bedroom with walk in closet in 4 bedroom/2 bath house.
Hardwood floors and large walk in closet.
Can fit queen bed with desk dresser coffee table sofa and room to spare.
Share a bathroom with one other person.
You will be living with 3 other quiet respectful and clean roommates in the house Located in outer sunset.House has full kitchens with two fridges and tons of kitchen storage space
House has internal heater and two full bathrooms w showers."
Smoked Hickory In-Law Unit,"$3,100","Cupertino, CA",
Furnished Bedroom for RENT in a 3BR/1BA,"$1,350","San Francisco, CA",MOVE IN DATE- Now!-Bedroom is completely beautifully furnished
Room in the Duboce Triangle/Lower Haight in a 2 bd/1 bath,"$2,000","San Francisco, CA","1 room available Nov. 22 in a 2 bedroom/1 bath apartment in beautiful Duboce Triangle, next to Lower Haight/Hayes Valley."
North Beach - 1 bed available in 2 bed/1 bath - seeking roommate!,"$1,995","San Francisco, CA",
Couch,$40,"San Francisco, CA","Hi!!
Couch for sale!!
Pick up in North Beach/Russian Hill areaLength 60in
Width 35in"
$3290 / 2br - 1000ft2 - Spacious Two Bedroom Condo Near Golden Gate Park in San Francisco,"$3,290","San Francisco, CA",AVAILABLE RIGHT NOW!!!
$3290 / 2br - 1000ft2 - Spacious Two Bedroom Condo Near Golden Gate Park in San Francisco,"$3,290","San Francisco, CA",AVAILABLE RIGHT NOW!!!
One bedroom en suite,"$1,400","San Francisco, CA",
subletting furnished room,$820,"San Francisco, CA",
Looking for place/roomate near SFSU,FREE,"San Francisco, CA",
Friday Meal : Home cooked food at your doorstep,FREE,"Littleton, CO",
In Law Unit 1 bedroom,"$2,300","San Francisco, CA","Beautiful Outer Richmond District In Law Unit
Seeking a quiet responsible person
Terms: Month to Month Rent $2300: ALL INCLUSIVE!
Security Deposit $1150
This lovely in-law is situated in the ideal Outer Richmond location close to all comforts of City Life.
Contact: Anastasia for an appointment: Email: francisonfrancis@gmail.com or 510-701-0292"
Private Room for Rent,"$1,225","Oakland, California",We are a group of young professionals looking for awesome roommates to share our home with! If you sign a lease for 6+ months you'll get half off your first month as a perk (upon approved credit)! 12+ month leases will receive their first full month free.
Newly Remodeled 2BD/2BA High Rise Building in Chinatown w VIEW!,"$3,950","San Francisco, CA",Newly Remodeled 2BD/2BA High Rise Building in Chinatown w VIEW! $3950/month.
Room for rent inner Richmond,"$1,750","San Francisco, CA",
Room for rent inner Richmond,"$1,750","San Francisco, CA",
Smoked Hickory In-Law Unit,$115,"Cupertino, CA","Walk to almost everything, new shops, restaurants, cafes, bars, and even the grocery store.-Air Conditioning
-Heating
-Refrigerator
-TV
-Hot Water
-Washer
-Dryer"
Xbox One console,$300,"San Francisco, CA",
Private Room In Palo Alto Midtown Neighborhood,"$1,400","Palo Alto, CA",Private Room in a Shared Home in Palo Alto's Midtown! :)
Affordable Housing -- South San Francisco,FREE,"South San Francisco, CA",
IKEA book Shelf,$30,"San Francisco, CA",
Zinus 12inch Memory Foam Mattress,$250,"San Francisco, CA",
room for rent - available now!,"$2,200","San Francisco, CA",
C O L I V I N G / furnished room / close to P O W E L S T A T I O N,"$1,800","San Francisco, CA","Private Big Furnished Room available in Hacker House.
www.thecoliving.com
Location:
This residence is located in SOMA, 3 blocks from POWEL STATION, near a lot of bars, restaurants, MUNI, CALTRAIN and public transportation.
Includes:
-All apartment made by professional interior designer.
-Including FULL furnished kitchen, LAUNDRY, laundry detergent and large BACKYARD with nice grill.
-Premium cable, high speed Google WI-FI + Google Home. General utilities for free.
-1 time per week HOUSEKEEPING of shared spaces.
-ALL INCLUSIVE: just move and live.
Room:
Room is FULL FURNISHED with 1 FULL BED, DESK,DRESSER, MIRROR and BIG CLOSET.
All house after GENERAL RECONSTRUCTION.
Please no pets."
Looking for private room near FiDi/Google SF in early/mid November!,FREE,"San Francisco, CA",
Looking for a single private room,"$1,500","Minneapolis, MN","Hello there, I am looking for a single bed private room with a move in date of Oct27.
Budget: 1500
Cleanliness: very clean
Hobbies: dancing and yoga.
Work: IT professional
Please let me know for any availability."
Room for rent,"$1,200","San Pablo, CA",
Private Room on Guerrero x Market,"$1,100","San Francisco, CA","Private room in a 10 bed 3 bath house. Mostly college students/young professionals.Kitchen, plenty of fridge space, washer/dryer included, small backyard space with grill, two TV rooms with couches."
Im looking for a roomie,"$1,965","Chicago, IL",
IKEA book Shelf,$20,"San Francisco, CA",
"2 Cabins, 5 Acres, Views of Sequoia Lake - 50401 E. Kings Canyon, Miramonte CA 93641","$600,000","Miramonte, CA","50401 E. Kings Canyon, Miramonte CA 93641
$600,000
4 bed, 3 bath
5.03 acresRare opportunity to own 2-1,200+-sq ft gorgeous, furnished cabins with a view of Sequoia Lake. Situated on 5 acres of the enchanted Empress Mountain, just above 6,000' , a few short minutes below the entrance to Sequoia/Kings Canyon Parks. These beautifully restored cabins are nestled amongst towering, mature pines and black oaks, and joined by a sturdy bridge. In the main cabin, enjoy crafted wood, tile, and stone work. The cozy living area boasts a vaulted ceiling, and is complete with a wood burning stove that can be used for cooking. The kitchen has ample storage and work surface for all of your entertaining needs. Beyond the heart of the cabin, there are separate retreats at each end of the cabin, both with individual bathrooms. From the guest cabin, feast on endless views of the lake, surrounding forest, city lights, and on a clear day, the coastal range. This property has an access road to a beautiful meadow with trails leading to the lake, and into the park. Year round access is possible. HOA fees are $140/annualy. Call (559) 287 -1896 for an appointment."
472ft2 - Large HUGE Grand Salon in Lower Haight/Alamo Sq (Furnished) - Avail NOW,"$1,565","San Francisco, CA","Large room (23 X 17 + 18 foot ceilings) in Victorian 2 bedroom apartment* full gourmet, eat-in kitchen with brand-new appliances - including dishwasher!
* Washer/Dryer - in UNIT
* Cable + WiFi
* small garden in back
* back porch
* 1 block from Alamo Sq park!!! Steps from Panhandle (Golden Gate park)
* room can be furnished with basics (bed) if needed"
Living room available in 31 of this month,$480,"Daly City, California",
room for rent - available now!,"$2,200","San Francisco, CA",
C O L I V I N G / furnished room / close to P O W E L S T A T I O N,"$1,800","San Francisco, CA","Private Big Furnished Room available in Hacker House.
www.thecoliving.com
Location:
This residence is located in SOMA, 3 blocks from POWEL STATION, near a lot of bars, restaurants, MUNI, CALTRAIN and public transportation.
Includes:
-All apartment made by professional interior designer.
-Including FULL furnished kitchen, LAUNDRY, laundry detergent and large BACKYARD with nice grill.
-Premium cable, high speed Google WI-FI + Google Home. General utilities for free.
-1 time per week HOUSEKEEPING of shared spaces.
-ALL INCLUSIVE: just move and live.
Room:
Room is FULL FURNISHED with 1 FULL BED, DESK,DRESSER, MIRROR and BIG CLOSET.
All house after GENERAL RECONSTRUCTION.
Please no pets."
Master bedroom,"$1,240","Santa Clara, CA","Looking for a female roommate to take up master bedroom at 2651 Shadowvale way, San Jose from November 1st, the lease is going to be for 12 months.
We are 2 professionals working in South Bay area, we are easy to get along with, looking for a tenant who is
respectful and fun-loving (no drama around money, grocery bills, overnight guests etc)
- Conveniently located blocks away from the future Bart Station, VTA light rail, Great Mall and shopping centers.
- Easy access to highway 880 and 680.
- In-house Laundry room.
- Plenty of Roadside Parking
Prefer: no-smoking, no drugs, no pet.
Rent: $1240 (excluding utilities)
+ $500 security deposit
Utilities: Around $100"
Looking,$250,"Pacifica, CA",
Convenient location apartment/room in Inner Richmond,"$1,600","San Francisco, CA",
Bedroom available in Ocean Beach Condo,"$1,500","San Francisco, CA",
Converted Living Room at Tower 737,"$1,275","Philadelphia, PA",
Cozy room available Dec-jan,"$1,100","San Francisco, CA","Hi everyone! Private room sublet available in a great location! The room is medium sized comes furnished with a bed, nightstand, 1 dresser and Tv. Preferable woman. You will be sharing the apartment with 2 girls who are clean and respectful.Rent is $1100 includes all utilities. Room/kitchen comes furnished.
Deposit of $1000 required"
"SEEKING ROOMMATE IN STUNNING, MASSIVE TWO-BEDROOM","$2,100","San Francisco, CA",Hello!
Nob Hill/Union Square Luxury Home w/ Views,"$3,800","San Francisco, CA","This is a one of a kind furnished modern luxury suite apartment on Union Square with full size kitchen, bedroom, living room, and bathroom. Super easy access to shopping (Macy's at Union Square, Nordstrom, etc.), food (Trader Joe's is 2 blocks away), SF landmarks (Union Square, Grace Cathedral, Fairmont Hotel) and walking distance from SOMA/Financial District. Close to public transportation via MUNI lines or the charming cable car, an icon of San Francisco."
Room in Amazing Dolores Heights/Castro 2BR Condo with Spectacular Backyard and Parking,"$2,100","San Francisco, CA","Hello!
Inviting one flatmate to share an amazing Dolores Heights/Castro 2Bed/1Bath condo, close to Dolores Park, Castro street, Google/LinkedIn shuttles. The place opens up to a large lush well-maintained backyard. Other highlights: Parking, private porch with BBQ grill, laundry in unit, dishwasher, updated kitchen with stone countertops."
1 Bed 1 Bath Private Room,$890,"Fremont, CA",
Temporary accommodation:- 3 spots available at Timberleaf apartments from December 5th to January 19,$300,"Santa Clara, CA",
Subleasing 2 spots,$550,"San Francisco, CA",
JUST REDUCED: Mobile Home Along Pine Flat Lake,"$19,000","Sanger, CA","JUST REDUCED: Mobile Home Along Pine Flat Lake
NOW $19,000
32301 E Trimmer Springs Rd #121,Sanger, CA 93657
1 bed, 1 bathAmazing views of the lake and rolling hills right outside your window in this perfect weekend vacation home along side Pine Flat Lake! 1 bed, 1 bath mobile home in Cove Island Resort park, walking distance to the lake. One of the best views of the park, site is located near boat ramp, communal laundry room and bathrooms. Mobile home is approximately 15' x 40' and is sold as is. The view must be experienced to truly appreciate, call for an appointment to view today! Monthly rent of $450 includes water and trash. Park charges PG&E and propane per usage. Park must approve buyer. Buyer to verify approximate Sq. Ft. of home. Park contract states no sub-leasing. Call (559) 375-9442 to schedule an appointment to see."
"3 bed, 1.5 bath Fresno Home Near HWY 168 and Ashlan","$200,000","Fresno, CA","Available now!
3724 E Hampton Way, Fresno CA 93726
$200,000
3 bed, 1.5 bathNicely maintained 3/1.5 in a convenient location near Sierra Freeway 168. This charming home has original wood floors, throughout with updated tile in the kitchen, dining room, and bathrooms. Enjoy a generous sunk in tub, ceiling fans throughout, a built in fireplace, updated windows & blinds. The back yard has a couple open patios, & citrus trees, and is otherwise a blank canvas. This is a great opportunity for a first time buyer or investor. Call (559) 287-1896 or (559) 375-9442 to see!"
"Master one bedroom, private bath and parking spot in Oakland.","$2,000","Oakland, CA","Available 11/1/2018
Deposit is $1500
Lease ends July 2019
Sublet
Awesome roommate in get mid 20s works in SF FiDi.Private parking space is included but can be removed and will reduce rent by $100.
Master bedroom, huge closet and private bath.
Storage space on large patio.
Very animal friendly community.
Awesome area to live and tons of walkable restaurants, coffee spots, bars, tasting rooms and brewpubs."
"MOVING! EVERYTHING MUST GO! 200 los olivos ave daly city, near the bart station",FREE,"Daly City, CA",
1 room available! For female housemate,"$1,200","Mountain View, CA",Hello!
Lazar Jupiter Swivel Chair,$349 Now $329,"San Francisco, CA",
"Clean, spacious apartment with roommates who like each other!","$1,200","San Francisco, CA","We have an opening in our lovely apartment! This is an active part of SoMa with restaurants (some new), bars, and a great coffee shop (Sightglass) only steps away. On Folsom in between 7th and 8th there is a grocery store, 4 restaurants, 6 bars, and we're also a 5 minute walk to BART and a 5 minute bike ride to Caltrain. We enjoy a 4br / 2bath top-floor apartment, lately we have been two ladies and two guys. One of the guys is leaving to live with his girlfriend so you're taking his place!"
"George Foreman Grill - Used, Like New - Removable Plates, White, 5 Serving, Model GRP4-1",$40,"San Francisco, CA","Used, like new George Foreman grill"
1 bed 1 bath apartment in new high-rise,"$3,640","San Francisco, CA","This is a 1 bedroom 1 bath apartment. Great layout with large bathroom. Huge windows with awesome views of downtown. Close to Caltrain and other public transportation routes. Quick walk to a lot of bars, restaurants, and entertainment."
(SOLD)1 bed 1 bath Private room,"$1,050","San Francisco, CA",
Master bedroom with attached bath in SOMA,"$1,610","San Francisco, CA","Moving to another part of the city, so I am looking for someone to take over my lease at Bayside Village.https://www.baysidevillage.com"
(SOLD)Jewelry Hangers,$15,"San Francisco, CA",
Nada,"$11,111,111,111","Oakland, CA",
3 Piece Suitcase Luggage Set,$60,"San Francisco, CA","3 Piece Suitcase Luggage Set. And I actually have 2 sets so there's a total of 6 suitcases, 2 of each size. Only used once and in great condition."
Spacious Sunny Bedroom Near Golden Gate Park,"$1,690","San Francisco, CA","Enjoy the view from this beautifully furnished 2BR / 1 BA apartment in Richmond, San Francisco. Hardwood floors, amazing natural light, lots of windows, big dining/ living room, and large Kitchen. Tons of storage! Also has a small deck outside with a potting shed (more storage). There are outside stairs from the rear of the building with very little street noise. It is surrounded by houses with families so it is quiet overall. Street parking is available and fairly easy to find. Centrally located in SF with close proximity to the 38 Geary, 31 Balboa, and 5 Fulton bus lines. Please note, this apartment is in a wonderful location, right at the corner of 21st avenue and balboa street! Move right in. The home is beautifully furnished just as the picture shows, it has a queen size bed and a sofa bed."
Restored ess amt 1A,$750,"Brentwood, CA",
Sofa,$439,"San Francisco, California","84.5""W sofa - $439
Available sofa sleeper - $699Furniture innovation
1635 Indiana St.
San Francisco, CA 94124
415-621-0746"
"1 BDR For Rent, Richmond District, Move in 11/1","$1,400","San Francisco, CA",
500ft2 - Financial Dist. Studio apart. w/ a view between Dec 7th-Jan 7th (financial district,"$2,450","San Francisco, CA","I am traveling abroad, so I need to sublease my studio apartment from Dec 7th till Jan 7th.
The apartment is furnished and has a fantastic view of the bay bridge.
Couple minutes walking distance to Market St. and easy access to BART, Muni and Cable Car. Uber costs about $5-8 to various locations in the city.
Safe neighborhood and using the card key to get into the apartment.
Laundry is in the basement.
Grocery store and coffee shops within walking distance.
Street parking only and but it is not easy.
Asking for $300 security deposit and need to meet/e-meet you first!
Please email me to request the rest of the pictures including the gorgeous bay bridge view of the apartment."
Huge Studio-size room in Hayes/Lower Haight Community,"$1,825","San Francisco, CA","We are looking for a roommate for a super large (~170 sq feet) room in a fantastic community flat. The room has it's own working fireplace, controlled by remote control, and large bay window. It can come furnished for free with a bed, desk, wardrobe, etc and even more space for a full couch/sofa and home office. The house has a large kitchen with stainless steel appliances, kitchenware, large dining room table, a huge living room with couches/big screen tv/working fireplace, and a huge recently landscaped backyard with a BBQ/outdoor furniture/etc. There are also brand new in-unit laundry machines (free)."
Room with a Panoramic View in the Heart of the Castro 4br/1.5ba - Available November 25th,"$1,770","San Francisco, CA",Hi everyone! 2 of our housemates recently bought a house so there are 2 rooms opening up at our beautiful victorian home in the Castro.
"2 MONTH SUBLET - Nov 1st to Dec 31st. Exact dates flexible, willing to prorate rent","$1,000","San Francisco, CA","I'm going abroad for 2 months so I'm looking for someone to sublet my room in NoPa! $1,000 per month, willing to prorate rent/be flexible about the exact dates since its over the holidays."
Looking for roommates,"$2,400","San Francisco, CA","Hi! I am looking for an roommate to share 2br/2bth with. I am currently looking and open to looking together. I can furnish the whole apartment (living room, and kitchen). Looking in SOMA, Pac heights, missions, Potrero hill, mission bay, and dogpatch. Thanks!"
ISO 1 bedroom or studio apartment,FREE,"Gainesville, FL",
Tile installation,$35,"Novato, CA",
"SEEKING ROOMMATE IN STUNNING, MASSIVE TWO-BEDROOM","$2,100","San Francisco, CA",Hello!
(SOLD)Light wood coffee table,$40,"San Francisco, CA",
Nob Hill/Union Square Luxury Home w/ Views,"$3,800","San Francisco, CA","This is a one of a kind furnished modern luxury suite apartment on Union Square with full size kitchen, bedroom, living room, and bathroom. Super easy access to shopping (Macy's at Union Square, Nordstrom, etc.), food (Trader Joe's is 2 blocks away), SF landmarks (Union Square, Grace Cathedral, Fairmont Hotel) and walking distance from SOMA/Financial District. Close to public transportation via MUNI lines or the charming cable car, an icon of San Francisco."
Spacious Sunny Bedroom Near Golden Gate Park,"$1,690","San Francisco, CA","Enjoy the view from this beautifully furnished 2BR / 1 BA apartment in Richmond, San Francisco. Hardwood floors, amazing natural light, lots of windows, big dining/ living room, and large Kitchen. Tons of storage! Also has a small deck outside with a potting shed (more storage). There are outside stairs from the rear of the building with very little street noise. It is surrounded by houses with families so it is quiet overall. Street parking is available and fairly easy to find. Centrally located in SF with close proximity to the 38 Geary, 31 Balboa, and 5 Fulton bus lines. Please note, this apartment is in a wonderful location, right at the corner of 21st avenue and balboa street! Move right in. The home is beautifully furnished just as the picture shows, it has a queen size bed and a sofa bed."
Looking for subletter in Inner Richmond $1399 for 2 bed/1bath,"$1,399","San Francisco, CA","Hey all! I'm looking for a roommate starting immediately for our place on 6th and Clement.
The lease will end on April 30, 2019, and the rent will be $1,399 per month plus ~$90 utilities/month. The security deposit is 1 month rent, $1,399.Features:
* Apartment is right next to the Geary express buses. 35 minute commute to FiDi.
* In unit laundry (upstairs).
* Shared bathroom.
* Lots of supermarkets and cheap food within walking distance.
* Spacious backyard with a picnic table"
"Kind, Caring Housemate in Need of Room in SF or East Bay",$900,"Berkeley, CA","Hi all, I am looking for housing in the Bay Area (prefer San Francisco or East Bay) and have a bit of a special situation. I was living in Berkeley but moved to Oregon recently and need to move back to California, due to personal circumstances. I have a cat, but she can live in my room if needed - she has done well in small spaces before. I'm clean, sweet, respectful and a quiet housemate overall, but very friendly. I eat mostly vegan but am totally cool with anyone else's diet. I am progressive and compassionate to all walks of life, with a background in nonprofits, suicide prevention and volunteer crisis counseling, and environmental advocacy."
1 Bed 1.5 Baths Apartment,"$1,850","Oakland, CA",Being renovated and ready nov 1st
Beautiful two bedroom apartment to share.,"$1,350","San Francisco, CA","Ideal for City and Peninsula cummutors.
Close access to Freeway and Bart.
Can commute to the middle of SF in:
25min on Public Transport.
15min by Car.Apartment: very nice 2 bedrooms, shared bathroom, living room and full kitchen.
1 Year Lease
$1,350 Monthly Rent. Includes Utilities: water, garbage, PG&E, internet."
Furnished Bedroom in Modern Inner Richmond Community Flat,"$1,350","San Francisco, CA",We are looking for a roommate in our beautiful newly renovated inner richmond community.
1 room in a 3 bed room house,"$1,300","San Francisco, CA",
Shared Bedroom in SOMA Residencies,$760,"San Francisco, CA","We are 3 girls studying at California College of Arts, SF. We are currently living in a 1bd+loft apartment at Soma Residencies. We're on the lookout for 1 girl to share the bedroom. The location is favorable for all commuters with the BART station, Grocery stores and Union Square within a 1 mile radius. Looking for a clean, friendly and chilled out roommate!
Rent = $762 + $100 (utilities)"
sleeper,$859,"San Francisco, California",Sofa - chaise - bed
Price reduced: Brand new statement piece coffee table,$245 Now $200,"San Bruno, CA",
(SOLD)1 Bed 1 Bath Private Room,"$1,100",94117-1802,
Price reduced: Brand new king size bedroom set,$390 Now $350,"San Bruno, CA",
1 Bed 1 Bath Apartment,"$1,750","San Francisco, CA",Doorman Building High Rise Private BedroomOpen house is will be over next week October 18 and available for move in immediately. or so. Please contact me for details to set up a time to meet us.
Private Room for Rent,"$1,300","San Francisco, California",Looking for a male professional or student to take over the room in a great house. The spacious room is on the 2nd floor with plenty of sun light.
Room with Private Bath in Beauitful El Cerrito Home in the Hills,"$1,500","El Cerrito, CA",Hi there!
Shared Bedroom in SOMA Residencies,$760,"San Francisco, CA","We are 3 girls studying at California College of Arts, SF. We are currently living in a 1bd+loft apartment at Soma Residencies. We're on the lookout for 1 girl to share the bedroom. The location is favorable for all commuters with the BART station, Grocery stores and Union Square within a 1 mile radius. Looking for a clean, friendly and chilled out roommate!
Rent = $762 + $100 (utilities)"
Private room and shared bathroom at Lower Pac Heights,"$1,600","San Francisco, CA","1st month + security deposit
No credit check
Private deck
Laundry
Elevator
Street parking
Comcast
Wifi"
Room available in Bernal Heights Home,"$1,050","San Francisco, CA",
